comments,professor_name,school_name,department_name,gender,sentences
If you go to class and follow along and do tune up exam problems you should be totally fine. Final can be brutal because it\'s not like the tune ups but with the easy tune ups you\'ll already have a high average to cushion for the final.,Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,"['If you go to class and follow along and do tune up exam problems you should be totally fine.', ""Final can be brutal because it\\'s not like the tune ups but with the easy tune ups you\\'ll already have a high average to cushion for the final.""]"
Attend her class or you won\'t know what you\'re doing. The notes she posted online (posted a day before the exam at that matter) does nothing to assist your studies. She does not explain her answers through her notes so you have to be in class that day to understand anything that is going on. Also very confusing during office hour.,Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,"[""Attend her class or you won\\'t know what you\\'re doing."", 'The notes she posted online (posted a day before the exam at that matter) does nothing to assist your studies.', 'She does not explain her answers through her notes so you have to be in class that day to understand anything that is going on.', 'Also very confusing during office hour.']"
"Chase is such a nice Professor. She loves Physics. There\'s many old Exams floating around which aids studying. Her exams are not difficult, per se, but one must prepare a lot buy keeping up w/ trying problems over and over. Chase passed me w/ a ""D""after I averaged a 45.5% w/ the Final. Lab counts as a test grade too and I think I got 85%. Roughly a ~55% avg. got me a passing grade. I was a senior and went to talk to her though. ??",Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,"['Chase is such a nice Professor.', 'She loves Physics.', ""There\\'s many old Exams floating around which aids studying."", 'Her exams are not difficult, per se, but one must prepare a lot buy keeping up w/ trying problems over and over.', 'Chase passed me w/ a ""D""after I averaged a 45.5% w/ the Final.', 'Lab counts as a test grade too and I think I got 85%.', 'Roughly a ~55% avg.', 'got me a passing grade.', 'I was a senior and went to talk to her though.', '?', '?']"
"Chase taught me absolutely nothing in her class. everything i learned was mostly through past exams.LEGIT THOUGH, find past exams cause her test will most definitely be the same exact thing. just different #s. the appendix hw are ridiculous and impossible BUT they will help you on your final if you are studious with it. FINAL was a killer !",Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,"['Chase taught me absolutely nothing in her class.', 'everything i learned was mostly through past exams.', 'LEGIT THOUGH, find past exams cause her test will most definitely be the same exact thing.', 'just different #s.', 'the appendix hw are ridiculous and impossible BUT they will help you on your final if you are studious with it.', 'FINAL was a killer !']"
Tests challenging - final was ridiculous,Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,['Tests challenging - final was ridiculous']
Professor Chase is very enthusiastic. She LOVES physics. Her constant nodding and running across the room kept me thoroughly entertained. I learned a great amount in this class.,Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,"['Professor Chase is very enthusiastic.', 'She LOVES physics.', 'Her constant nodding and running across the room kept me thoroughly entertained.', 'I learned a great amount in this class.']"
She has crazy eyes and makes no sense. The homework is ten thousand times harder than her tests. BOO.,Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,"['She has crazy eyes and makes no sense.', 'The homework is ten thousand times harder than her tests.', 'BOO.']"
"Very enthusiastic about physics. very weird twitching habits, especially with eyebrows. But overall a nice teacher. Physics 1 is really easy, but physics 2 is very hard.",Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,"['Very enthusiastic about physics.', 'very weird twitching habits, especially with eyebrows.', 'But overall a nice teacher.', 'Physics 1 is really easy, but physics 2 is very hard.']"
"wierd lady... the exams are easy, but the final is like 5 times as hard as the regular tests... just make sure your prepared for that",Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,"['wierd lady...', 'the exams are easy, but the final is like 5 times as hard as the regular tests...', 'just make sure your prepared for that']"
"um, yea... this class is really easy at the beginning, but gets very hard at the end. norma is a very interesting woman id have to say...",Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,"['um, yea...', 'this class is really easy at the beginning, but gets very hard at the end.', 'norma is a very interesting woman id have to say...']"
"she tries really hard to teach us the topics, but still is not really clear. the course is pretty easy in the beginning, but definitely gets a lot harder toward the end, and the final is a killer. labs are also a waste of time",Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,"['she tries really hard to teach us the topics, but still is not really clear.', 'the course is pretty easy in the beginning, but definitely gets a lot harder toward the end, and the final is a killer.', 'labs are also a waste of time']"
